City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Kathu,TH,2022-04-19 17:21:44,7.9178,98.3332,86.76,67,100,10.02
280,Labuhan,ID,2022-04-19 17:21:44,-6.8844,112.2051,76.57,92,100,7.14
281,Norman Wells,CA,2022-04-19 17:21:45,65.282,-126.8329,23.04,36,0,13.8
282,Nabire,ID,2022-04-19 17:21:45,-3.3667,135.4833,76.5,92,100,3.02
283,Dali,CN,2022-04-19 17:21:45,25.7,100.1833,57.13,67,80,5.66
284,Matagami,CA,2022-04-19 17:21:46,49.7502,-77.6328,32.11,100,100,8.05
285,Wodonga,AU,2022-04-19 17:20:36,-36.1167,146.8833,53.6,100,100,9.22
286,Kayerkan,RU,2022-04-19 17:21:46,69.3497,87.7602,1.53,91,99,3.15
287,Nipawin,CA,2022-04-19 17:21:46,53.3668,-104.0009,35.64,60,0,13.8
288,Carbonia,IT,2022-04-19 17:21:47,39.1672,8.5222,70.75,53,18,2.01
289,Hibbing,US,2022-04-19 17:19:47,47.4272,-92.9377,36.57,44,0,6.91
290,Aginskoye,RU,2022-04-19 17:21:47,51.1,114.53,41.94,53,100,17.83
291,Thinadhoo,MV,2022-04-19 17:21:47,0.5333,72.9333,84.18,66,33,5.23
292,Dagda,LV,2022-04-19 17:21:48,56.0951,27.5372,48.56,58,92,9.84
293,San Borja,BO,2022-04-19 17:21:01,-14.8167,-66.85,87.35,42,17,2.77
294,Kautokeino,NO,2022-04-19 17:18:50,69.0125,23.0412,37.31,92,100,6.29
295,Longhua,CN,2022-04-19 17:21:48,23.6137,114.1919,63.34,89,100,1.41
296,Beidao,CN,2022-04-19 17:21:49,34.5686,105.8933,50.25,72,50,4.29
297,Maragogi,BR,2022-04-19 17:21:49,-9.0122,-35.2225,83.39,70,100,9.31
298,Temirtau,KZ,2022-04-19 17:21:49,50.0544,72.9483,49.26,52,93,4.25
299,Saint-Francois,FR,2022-04-19 17:21:49,46.4154,3.9054,65.64,39,0,8.05
300,Port Lincoln,AU,2022-04-19 17:21:50,-34.7333,135.8667,62.06,85,43,11.36
301,Lubango,AO,2022-04-19 17:21:50,-14.9172,13.4925,66.07,78,95,4.81
302,Jalingo,NG,2022-04-19 17:21:50,8.8833,11.3667,92.89,40,73,3.85
303,San Carlos De Bariloche,AR,2022-04-19 17:19:50,-41.1456,-71.3082,53.35,50,40,23.02
304,Ayia Galini,GR,2022-04-19 17:21:51,35.1,24.6833,58.75,61,43,8.99
305,San Javier,ES,2022-04-19 17:21:51,37.8063,-0.8374,67.57,73,20,8.05
306,Salme,NP,2022-04-19 17:21:52,28.0369,85.0942,59.29,55,96,5.61
307,Luderitz,NA,2022-04-19 17:21:52,-26.6481,15.1594,75.92,40,1,6.58
308,Takoradi,GH,2022-04-19 17:21:52,4.8845,-1.7554,84.33,73,55,9.64
309,Bambanglipuro,ID,2022-04-19 17:21:52,-7.95,110.2833,75.79,89,100,5.17
310,Warner Robins,US,2022-04-19 17:17:51,32.621,-83.5999,63.14,37,0,10.36
311,Dong Hoi,VN,2022-04-19 17:21:53,17.4833,106.6,69.57,87,100,7.56
312,Te Anau,NZ,2022-04-19 17:21:53,-45.4167,167.7167,49.82,84,100,1.19
313,Dudinka,RU,2022-04-19 17:21:53,69.4058,86.1778,2.62,100,92,3.74
314,Itarema,BR,2022-04-19 17:21:54,-2.9248,-39.9167,83.19,78,93,10.76
315,Mount Gambier,AU,2022-04-19 17:21:54,-37.8333,140.7667,55.31,94,75,10.36
316,Ishigaki,JP,2022-04-19 17:21:54,24.3448,124.1572,68.13,77,100,6.91
317,Dayong,CN,2022-04-19 17:21:55,25.0209,118.2898,61.34,89,100,1.16
318,Howard Springs,AU,2022-04-19 17:21:55,-12.497,131.047,82.31,95,71,5.06
319,Zabid,YE,2022-04-19 17:21:55,14.1951,43.3152,87.08,58,32,4.83
320,San Miguel,SV,2022-04-19 17:21:56,13.4833,-88.1833,89.08,19,22,4.07
321,Sobolevo,RU,2022-04-19 17:21:56,54.4299,31.8996,48.78,81,100,15.1
322,Prosperous,IE,2022-04-19 17:21:56,53.2903,-6.7539,54.1,77,99,3.85
323,Muborak,UZ,2022-04-19 17:22:57,39.2553,65.1528,60.37,83,100,9.55
324,Hualmay,PE,2022-04-19 17:22:57,-11.0964,-77.6139,72.14,72,17,10.85
325,Barkhan,PK,2022-04-19 17:22:57,29.8977,69.5256,76.68,28,33,12.37
326,Borogontsy,RU,2022-04-19 17:22:58,62.6683,131.1683,17.78,99,100,3.67
327,Piedras,CO,2022-04-19 17:22:58,4.5383,-74.8818,72.7,94,100,1.68
328,Sambava,MG,2022-04-19 17:22:58,-14.2667,50.1667,79.23,82,3,11.56
329,Krechevitsy,RU,2022-04-19 17:22:59,58.617,31.401,44.94,76,92,7.25
330,Lingao,CN,2022-04-19 17:22:59,19.9103,109.6859,70.66,89,100,10.71
331,Petauke,ZM,2022-04-19 17:22:59,-14.2426,31.3253,68.11,82,93,6.49
332,Zambezi,ZM,2022-04-19 17:23:00,-13.5432,23.1047,71.37,75,100,5.59
333,Caravelas,BR,2022-04-19 17:23:00,-17.7125,-39.2481,81.01,55,19,9.51
334,Kochetok,UA,2022-04-19 17:23:01,49.8801,36.7372,52.5,87,97,7.94
335,Ust-Tsilma,RU,2022-04-19 17:23:01,65.441,52.1498,34.59,99,100,7.27
336,Dafeng,CN,2022-04-19 17:23:02,23.4517,108.5881,63.5,74,66,1.72
337,Isoka,ZM,2022-04-19 17:23:02,-10.1606,32.6335,64.09,95,75,1.39
338,Haines Junction,CA,2022-04-19 17:23:03,60.7522,-137.5108,26.55,39,99,1.14
339,Podor,MR,2022-04-19 17:23:03,16.6527,-14.9587,109.35,20,0,2.3
340,Felanitx,ES,2022-04-19 17:23:04,39.4696,3.1483,72.12,66,20,9.64
341,Lazaro Cardenas,MX,2022-04-19 17:23:04,17.9583,-102.2,83.68,52,4,6.44
342,Rawson,AR,2022-04-19 17:23:05,-43.3002,-65.1023,67.66,39,97,4.72
343,Khovu-Aksy,RU,2022-04-19 17:23:05,51.1333,93.6,29.48,72,100,9.71
344,Bambous Virieux,MU,2022-04-19 17:23:06,-20.3428,57.7575,80.22,94,75,8.05
345,Bengkulu,ID,2022-04-19 17:23:06,-3.8004,102.2655,78.26,88,100,4.23
346,Tateyama,JP,2022-04-19 17:23:07,34.9833,139.8667,56.1,69,100,13.8
347,Biberach,DE,2022-04-19 17:23:07,48.0934,9.7905,58.19,72,61,7.87
348,Flinders,AU,2022-04-19 17:19:13,-34.5833,150.8552,62.19,76,57,10.0
349,Sangar,RU,2022-04-19 17:23:08,63.9242,127.4739,23.02,95,100,8.77
350,Saint Anthony,US,2022-04-19 17:23:08,45.0205,-93.218,44.26,46,0,10.36
351,Cotonou,BJ,2022-04-19 17:19:57,6.3654,2.4183,85.98,70,20,8.05
352,Arawa,PG,2022-04-19 17:23:09,-6.2132,155.5367,76.32,90,100,2.53
353,Khromtau,KZ,2022-04-19 17:23:09,50.2503,58.4347,57.87,52,51,3.15
354,Dickinson,US,2022-04-19 17:23:10,29.4608,-95.0513,76.98,66,75,23.02
355,Ambovombe,MG,2022-04-19 17:23:10,-25.1667,46.0833,74.52,85,10,14.85
356,Tarko-Sale,RU,2022-04-19 17:23:11,64.9225,77.785,15.06,89,100,5.55
357,Kamenka,RU,2022-04-19 17:23:11,51.3223,42.7678,57.76,71,100,10.16
358,Calderitas,MX,2022-04-19 17:23:12,18.55,-88.25,89.71,48,40,11.5
359,Zhezkazgan,KZ,2022-04-19 17:23:12,47.8043,67.7144,55.9,42,100,9.91
360,Mporokoso,ZM,2022-04-19 17:23:13,-9.3727,30.125,62.87,90,72,5.28
361,San Juan Del Sur,NI,2022-04-19 17:23:13,11.2529,-85.8705,86.22,62,40,4.61
362,Meulaboh,ID,2022-04-19 17:23:14,4.1363,96.1285,75.29,96,100,5.99
363,Ketchikan,US,2022-04-19 17:23:14,55.3422,-131.6461,45.07,76,100,4.61
364,Oktyabrskiy,RU,2022-04-19 17:23:14,54.4815,53.471,53.04,82,100,3.0
365,Narodychi,UA,2022-04-19 17:23:15,51.2029,29.0823,41.79,77,100,10.29
366,Tiarei,PF,2022-04-19 17:23:15,-17.5333,-149.3333,77.02,73,13,3.69
367,Wenatchee,US,2022-04-19 17:22:16,47.4235,-120.3103,51.26,55,0,5.01
368,Eureka,US,2022-04-19 17:23:16,40.8021,-124.1637,50.61,67,100,5.99
369,Arenapolis,BR,2022-04-19 17:23:16,-14.4503,-56.8461,89.8,47,24,2.75
370,Bonoua,CI,2022-04-19 17:23:17,5.2741,-3.595,83.82,76,99,7.74
371,Sur,OM,2022-04-19 17:23:17,22.5667,59.5289,81.63,74,0,3.8
372,Canto Do Buriti,BR,2022-04-19 17:23:18,-8.11,-42.9444,89.82,45,64,7.31
373,Hovd,MN,2022-04-19 17:24:18,48.0056,91.6419,47.73,46,61,7.02
374,Svetlogorsk,BY,2022-04-19 17:24:18,52.6333,29.7333,41.29,99,100,9.91
375,Dongsheng,CN,2022-04-19 17:24:19,39.8161,109.9776,48.11,26,0,10.33
376,Tessalit,ML,2022-04-19 17:24:19,20.1986,1.0114,96.46,5,5,8.34
377,Bubaque,GW,2022-04-19 17:24:19,11.2833,-15.8333,77.32,71,15,11.97
378,Redondela,ES,2022-04-19 17:24:19,42.2834,-8.6096,59.25,51,75,11.5
379,Yichun,CN,2022-04-19 17:24:20,47.7,128.9,59.92,23,77,14.03
380,Sussex,US,2022-04-19 17:23:53,41.1834,-74.6663,45.59,64,100,10.36
381,Puerto Escondido,MX,2022-04-19 17:24:20,15.85,-97.0667,86.83,70,0,9.22
382,Tiksi,RU,2022-04-19 17:24:21,71.6872,128.8694,-1.25,100,97,4.0
383,Belgrade,RS,2022-04-19 17:24:21,44.804,20.4651,53.33,34,0,1.99
384,Adrar,MR,2022-04-19 17:24:21,20.5022,-10.0711,96.21,8,47,7.36
385,Xiamen,CN,2022-04-19 17:24:21,24.4798,118.0819,64.45,72,75,4.47
386,Askarovo,RU,2022-04-19 17:24:22,53.3372,58.5089,49.15,66,94,6.71
387,Kuusankoski,FI,2022-04-19 17:24:22,60.907,26.6244,51.42,61,0,5.75
388,Ornskoldsvik,SE,2022-04-19 17:24:22,63.2909,18.7153,47.35,61,64,3.44
389,Chapleau,CA,2022-04-19 17:24:23,47.8405,-83.4034,32.09,80,100,11.5
390,Jalu,LY,2022-04-19 17:24:23,29.0331,21.5482,70.81,27,1,12.1
391,Fortuna,US,2022-04-19 17:24:23,40.5982,-124.1573,51.66,94,75,10.36
392,Pyay,MM,2022-04-19 17:24:24,18.8167,95.2167,81.81,69,24,6.26
393,Hambantota,LK,2022-04-19 17:24:24,6.1241,81.1185,80.76,82,100,11.3
394,Lianran,CN,2022-04-19 17:24:24,24.9227,102.485,52.34,94,35,4.05
395,Chitral,PK,2022-04-19 17:24:25,35.8462,71.7858,60.58,66,23,4.36
396,Grants,US,2022-04-19 17:24:25,35.1473,-107.8514,68.23,13,0,17.27
397,Bolitoc,PH,2022-04-19 17:24:25,15.7395,119.8769,78.91,78,35,4.54
398,Russkaya Polyana,UA,2022-04-19 17:24:26,49.417,31.9201,42.89,79,99,3.91
399,Hobyo,SO,2022-04-19 17:24:26,5.3505,48.5268,83.37,74,4,14.05
400,Pisco,PE,2022-04-19 17:24:26,-13.7,-76.2167,69.85,78,0,12.66
401,Alcaniz,ES,2022-04-19 17:24:27,41.05,-0.1333,51.4,83,100,12.03
402,Naze,JP,2022-04-19 17:24:27,28.3667,129.4833,63.52,63,99,5.88
403,Linxia,CN,2022-04-19 17:24:27,35.6003,103.2064,42.98,38,0,2.57
404,Luba,GQ,2022-04-19 17:24:28,3.4568,8.5547,81.91,70,100,5.73
405,Kruisfontein,ZA,2022-04-19 17:24:28,-34.0033,24.7314,66.88,87,4,11.52
406,Shumikha,RU,2022-04-19 17:24:28,55.2261,63.2961,42.58,88,98,5.59
407,Yulara,AU,2022-04-19 17:24:29,-25.2406,130.9889,58.84,36,98,6.91
408,Baruun-Urt,MN,2022-04-19 17:24:29,46.6806,113.2792,52.95,24,64,11.95
409,Clyde River,CA,2022-04-19 17:24:29,70.4692,-68.5914,-7.37,71,75,8.05
410,Murupara,NZ,2022-04-19 17:24:30,-38.4667,176.7,61.41,96,94,1.92
411,Lakselv,NO,2022-04-19 17:24:30,70.0513,24.9718,40.82,81,20,8.05
412,Blackwater,AU,2022-04-19 17:24:30,-23.5833,148.8833,66.47,83,38,7.56
413,Vao,NC,2022-04-19 17:24:30,-22.6667,167.4833,75.13,71,0,5.03
414,Alugan,PH,2022-04-19 17:23:21,12.2188,125.4808,80.69,76,39,8.57
415,Kardla,EE,2022-04-19 17:24:31,58.9978,22.7492,43.68,75,41,16.28
416,Ayyampettai,IN,2022-04-19 17:24:31,10.9014,79.1798,86.13,68,18,7.78
417,Narayangarh,IN,2022-04-19 17:24:31,30.4833,77.1333,85.46,20,28,8.12
418,Fort Nelson,CA,2022-04-19 17:23:50,58.8053,-122.7002,22.59,39,75,3.44
419,Aransas Pass,US,2022-04-19 17:24:57,27.9095,-97.15,75.24,89,75,18.41
420,Prince Rupert,CA,2022-04-19 17:23:37,54.3161,-130.3201,50.09,46,75,11.5
421,Hervey Bay,AU,2022-04-19 17:25:32,-25.2986,152.8535,68.02,87,0,8.99
422,Richards Bay,ZA,2022-04-19 17:25:32,-28.783,32.0377,65.79,76,0,4.16
423,Mar Del Plata,AR,2022-04-19 17:24:40,-38.0023,-57.5575,69.82,78,40,8.05
424,Beira,MZ,2022-04-19 17:25:33,-19.8436,34.8389,71.69,88,40,9.22
425,Viedma,AR,2022-04-19 17:25:33,-40.8135,-62.9967,75.6,25,52,15.5
426,Lasa,IT,2022-04-19 17:25:33,46.6166,10.7002,58.08,76,33,6.8
427,Carutapera,BR,2022-04-19 17:25:34,-1.195,-46.02,84.69,70,99,4.61
428,Niquelandia,BR,2022-04-19 17:25:34,-14.4739,-48.4597,87.31,41,52,5.84
429,Kyzyl-Suu,KG,2022-04-19 17:25:34,42.3414,78.0056,53.15,59,100,3.22
430,Lumphat,KH,2022-04-19 17:25:34,13.4878,106.9816,78.33,64,94,7.94
431,Pozo Colorado,PY,2022-04-19 17:25:35,-23.4923,-58.7972,90.81,23,0,7.2
432,Mega,ET,2022-04-19 17:25:35,4.05,38.3,64.67,77,98,8.25
433,Payo,ID,2022-04-19 17:25:35,-3.7508,103.6372,72.79,99,100,1.19
434,Agogo,GH,2022-04-19 17:25:36,6.8,-1.0819,86.2,50,96,6.89
435,Aberdeen,GB,2022-04-19 17:23:44,57.1437,-2.0981,55.54,63,45,10.36
436,Antsohihy,MG,2022-04-19 17:25:36,-14.8796,47.9875,79.02,78,62,2.15
437,Mugur-Aksy,RU,2022-04-19 17:25:36,50.35,90.5,27.05,87,93,8.52
438,Barguzin,RU,2022-04-19 17:25:37,53.6167,109.6167,26.26,88,37,5.44
439,Itoman,JP,2022-04-19 17:25:37,26.1247,127.6694,68.02,66,75,6.91
440,Iquique,CL,2022-04-19 17:25:37,-20.2208,-70.1431,69.84,66,7,8.3
441,Chokurdakh,RU,2022-04-19 17:25:38,70.6333,147.9167,2.53,97,56,5.53
442,Morrope,PE,2022-04-19 17:25:38,-6.5417,-80.0111,82.51,60,89,10.2
443,Kupang,ID,2022-04-19 17:25:38,-10.1667,123.5833,77.32,88,78,4.36
444,Abu Dhabi,AE,2022-04-19 17:20:41,24.4667,54.3667,78.82,62,0,4.61
445,Chernyshevskiy,RU,2022-04-19 17:25:39,63.0128,112.4714,10.36,93,100,5.21
446,Tuatapere,NZ,2022-04-19 17:25:39,-46.1333,167.6833,52.34,89,100,5.12
447,Hamilton,US,2022-04-19 17:25:39,39.1834,-84.5333,46.6,59,100,11.5
448,Bata,GQ,2022-04-19 17:25:40,1.8639,9.7658,79.03,83,100,2.8
449,Husavik,IS,2022-04-19 17:25:40,66.0449,-17.3389,33.71,92,100,3.83
450,Atar,MR,2022-04-19 17:24:25,20.5169,-13.0499,100.65,9,99,14.29
451,Ghanzi,BW,2022-04-19 17:25:40,-21.5667,21.7833,69.08,34,0,8.01
452,Neuquen,AR,2022-04-19 17:25:40,-38.9516,-68.0591,64.29,48,0,4.61
453,Lavrentiya,RU,2022-04-19 17:25:41,65.5833,-171.0,18.36,94,46,7.61
454,Minggang,CN,2022-04-19 17:25:41,32.4586,114.0486,59.14,55,52,5.03
455,Pamyat Parizhskoy Kommuny,RU,2022-04-19 17:25:41,56.1048,44.4952,42.75,98,100,8.84
456,Guanare,VE,2022-04-19 17:25:42,9.0418,-69.7421,77.02,88,95,9.22
457,Laguna,US,2022-04-19 17:25:42,38.421,-121.4238,59.29,76,0,5.75
458,Yinchuan,CN,2022-04-19 17:25:42,38.4681,106.2731,55.45,14,0,8.9
459,Beatrice,US,2022-04-19 17:25:43,40.2681,-96.747,50.18,34,100,17.27
460,Pacifica,US,2022-04-19 17:24:05,37.6138,-122.4869,60.71,86,75,6.91
461,Iracoubo,GF,2022-04-19 17:25:43,5.4802,-53.2011,78.73,90,98,10.83
462,Basoko,CD,2022-04-19 17:25:43,1.2391,23.616,79.97,74,95,4.0
463,Verkhoyansk,RU,2022-04-19 17:25:44,67.5447,133.385,16.99,96,100,2.26
464,Vila Franca Do Campo,PT,2022-04-19 17:25:44,37.7167,-25.4333,63.01,63,76,12.91
465,Zhelyabovka,UA,2022-04-19 17:25:44,45.3988,34.7578,48.09,87,100,5.32
466,Tabou,CI,2022-04-19 17:26:45,4.423,-7.3528,83.23,73,95,7.11
467,Monrovia,LR,2022-04-19 17:26:11,6.3005,-10.7969,85.77,72,87,7.34
468,Bereda,ES,2022-04-19 17:26:45,43.2686,-7.5406,50.41,75,92,6.33
469,Iqaluit,CA,2022-04-19 17:26:45,63.7506,-68.5145,10.13,72,100,18.41
470,Huai Thalaeng,TH,2022-04-19 17:26:45,14.997,102.6475,80.49,60,39,7.27
471,Minab,IR,2022-04-19 17:26:46,27.1467,57.0801,75.52,69,0,0.0
472,Pimentel,PE,2022-04-19 17:26:46,-6.8367,-79.9342,82.69,51,0,4.61
473,Blyth,GB,2022-04-19 17:26:46,55.1271,-1.5086,54.09,70,0,8.05
474,Guilin,CN,2022-04-19 17:26:47,25.2819,110.2864,59.11,79,51,2.95
475,Rio Gallegos,AR,2022-04-19 17:26:47,-51.6226,-69.2181,59.05,29,40,23.02
476,Pryozerne,UA,2022-04-19 17:26:47,45.2698,36.3303,47.53,84,100,3.53
477,Cayenne,GF,2022-04-19 17:26:48,4.9333,-52.3333,75.24,1,75,3.44
478,Oga,IT,2022-04-19 17:26:48,46.4631,10.347,50.68,78,25,6.71
479,Mackay,AU,2022-04-19 17:23:53,-21.15,149.2,68.68,94,92,6.91
480,Puerto Madryn,AR,2022-04-19 17:26:48,-42.7692,-65.0385,68.14,43,100,5.53
481,Bandarbeyla,SO,2022-04-19 17:26:49,9.4942,50.8122,81.75,73,4,10.85
482,Darnah,LY,2022-04-19 17:26:49,32.767,22.6367,58.89,74,3,17.47
483,Grand Gaube,MU,2022-04-19 17:26:49,-20.0064,57.6608,80.38,88,62,3.0
484,Zhigansk,RU,2022-04-19 17:26:50,66.7697,123.3711,18.68,100,99,8.66
485,Anito,PH,2022-04-19 17:26:50,12.4497,125.2886,78.78,81,54,6.93
486,Palana,RU,2022-04-19 17:26:50,59.1167,159.9667,14.81,94,100,7.92
487,Deputatskiy,RU,2022-04-19 17:26:51,69.3,139.9,2.62,100,99,1.43
488,Clovis,US,2022-04-19 17:26:30,36.8252,-119.7029,69.04,51,75,13.8
489,Buta,CD,2022-04-19 17:26:51,2.7858,24.73,73.24,97,99,0.72
490,Beberon,PH,2022-04-19 17:26:51,13.5444,123.1405,75.76,88,87,4.47
491,Yar-Sale,RU,2022-04-19 17:26:52,66.8333,70.8333,26.78,97,99,10.98
492,Buin,CL,2022-04-19 17:26:52,-33.7333,-70.75,71.87,32,100,5.06
493,Andra,RU,2022-04-19 17:26:52,62.5147,65.8878,32.99,92,100,7.38
494,Albemarle,US,2022-04-19 17:26:22,35.3501,-80.2001,57.76,36,0,8.05
495,Kozhva,RU,2022-04-19 17:26:53,65.1073,57.0459,33.4,98,100,8.41
496,Russell,US,2022-04-19 17:26:00,32.3502,-85.1999,61.97,40,20,11.5
497,Wawa,NG,2022-04-19 17:26:53,9.9022,4.4192,94.55,34,99,6.89
498,Orange,US,2022-04-19 17:24:20,33.7,-117.7675,74.28,58,40,5.75
499,Kualakapuas,ID,2022-04-19 17:26:53,-3.0091,114.3876,74.64,98,100,1.5
500,Atbasar,KZ,2022-04-19 17:26:54,51.8,68.3333,56.08,50,85,11.01
501,Katherine,AU,2022-04-19 17:26:54,-14.4667,132.2667,80.92,61,81,6.91
502,Cap Malheureux,MU,2022-04-19 17:26:54,-19.9842,57.6142,80.47,88,57,3.0
503,Thunder Bay,CA,2022-04-19 17:26:55,48.4001,-89.3168,37.29,53,40,9.22
504,Vuktyl,RU,2022-04-19 17:26:55,63.8567,57.3094,33.4,98,98,7.29
505,Rio Grande,BR,2022-04-19 17:26:55,-32.035,-52.0986,80.71,64,0,7.18
506,Atherton,GB,2022-04-19 17:26:55,53.5237,-2.4935,58.28,61,100,7.0
507,Nadym,RU,2022-04-19 17:26:56,65.5333,72.5167,27.34,96,100,8.28
508,Saldanha,ZA,2022-04-19 17:26:56,-33.0117,17.9442,68.02,47,2,9.86
509,Juneau,US,2022-04-19 17:23:12,58.3019,-134.4197,44.6,62,75,10.36
510,Isangel,VU,2022-04-19 17:27:56,-19.55,169.2667,77.61,86,53,6.91
511,Nouadhibou,MR,2022-04-19 17:27:57,20.931,-17.0347,71.58,68,88,20.71
512,Ziarat,PK,2022-04-19 17:27:57,30.3823,67.7282,57.99,37,89,1.86
513,Zverinogolovskoye,RU,2022-04-19 17:27:57,54.4586,64.8542,49.8,76,97,5.79
514,Nizwa,OM,2022-04-19 17:27:58,22.9333,57.5333,83.32,11,0,4.09
515,Waipawa,NZ,2022-04-19 17:27:58,-41.4122,175.5153,56.08,93,71,4.79
516,Tame,CO,2022-04-19 17:27:58,6.461,-71.73,94.68,33,82,4.72
517,Flin Flon,CA,2022-04-19 17:27:59,54.7682,-101.865,35.44,60,100,6.91
518,Vila Velha,BR,2022-04-19 17:27:59,-20.3297,-40.2925,82.35,71,40,18.41
519,Mareeba,AU,2022-04-19 17:27:59,-17.0,145.4333,70.52,91,57,2.35
520,Coihaique,CL,2022-04-19 17:28:00,-45.5752,-72.0662,54.21,50,40,8.05
521,Manuk Mangkaw,PH,2022-04-19 17:28:00,4.8,119.85,82.04,78,85,6.17
522,Williams Lake,CA,2022-04-19 17:26:41,52.1415,-122.1445,38.77,69,100,9.22
523,Kieta,PG,2022-04-19 17:28:00,-6.2167,155.6333,78.42,84,100,2.98
524,Bathsheba,BB,2022-04-19 17:28:01,13.2167,-59.5167,86.61,58,40,23.02
525,Ulety,RU,2022-04-19 17:28:01,51.3572,112.4849,37.8,59,100,9.73
526,Djibo,BF,2022-04-19 17:28:01,14.1022,-1.6306,101.28,7,75,5.68
527,Charters Towers,AU,2022-04-19 17:28:02,-20.1,146.2667,67.01,92,100,5.73
528,General Roca,AR,2022-04-19 17:26:04,-39.0333,-67.5833,70.63,25,88,12.68
529,The Valley,AI,2022-04-19 17:28:02,18.217,-63.0578,82.81,61,40,20.71
530,Saint-Pierre,RE,2022-04-19 17:28:02,-21.3393,55.4781,78.48,85,75,3.44
531,Varzea Grande,BR,2022-04-19 17:27:45,-15.6467,-56.1325,89.47,45,0,6.91
532,Miri,MY,2022-04-19 17:28:03,4.4148,114.0089,75.34,94,40,3.44
533,Taoudenni,ML,2022-04-19 17:28:03,22.6783,-3.9836,95.13,5,60,10.74
534,Hofn,IS,2022-04-19 17:28:03,64.2539,-15.2082,45.12,82,20,8.37
535,Altagracia De Orituco,VE,2022-04-19 17:28:03,9.8601,-66.3814,92.28,34,100,6.13
536,Necochea,AR,2022-04-19 17:27:01,-38.5473,-58.7368,72.18,51,75,11.63
537,Atambua,ID,2022-04-19 17:28:04,-9.1061,124.8925,72.97,87,49,3.56
538,Hohhot,CN,2022-04-19 17:28:04,40.8106,111.6522,37.69,52,0,4.47
539,Basco,PH,2022-04-19 17:28:04,20.4487,121.9702,77.67,74,94,18.68
540,Pangnirtung,CA,2022-04-19 17:28:05,66.1451,-65.7125,1.4,66,20,0.0
541,Zermatt,CH,2022-04-19 17:28:05,46.0213,7.7491,53.78,76,81,6.82
542,Namibe,AO,2022-04-19 17:28:05,-15.1961,12.1522,76.24,79,58,6.33
543,Kindu,CD,2022-04-19 17:28:06,-2.95,25.95,76.37,77,75,1.12
544,Chicama,PE,2022-04-19 17:28:06,-7.8447,-79.1469,63.14,60,70,9.8
545,Tianpeng,CN,2022-04-19 17:28:06,30.9866,103.9393,57.67,63,38,4.05
546,Aripuana,BR,2022-04-19 17:28:07,-9.1667,-60.6333,86.0,64,45,3.29
547,Santa Cruz,BO,2022-04-19 17:28:07,-17.8,-63.1667,86.05,45,40,12.66
548,Rundu,NA,2022-04-19 17:28:07,-17.9333,19.7667,70.25,37,94,7.31
549,Mogadishu,SO,2022-04-19 17:28:07,2.0371,45.3438,83.61,79,83,13.67
550,Durban,ZA,2022-04-19 17:28:08,-29.8579,31.0292,70.02,87,0,3.0
551,Quime,BO,2022-04-19 17:28:08,-16.9833,-67.2167,63.37,50,16,7.72
552,Evensk,RU,2022-04-19 17:28:08,61.95,159.2333,20.53,94,100,2.82
553,Kyren,RU,2022-04-19 17:28:09,51.6828,102.1408,30.58,84,100,5.84
554,Kinel-Cherkassy,RU,2022-04-19 17:28:09,53.4706,51.4743,58.68,66,100,6.58
555,Etaples,FR,2022-04-19 17:28:09,50.5219,1.6332,60.4,72,0,8.05
556,Mehran,IR,2022-04-19 17:28:10,33.1222,46.1646,85.24,10,100,5.35
557,Kuopio,FI,2022-04-19 17:25:33,62.8924,27.677,55.35,47,0,2.3
558,Genhe,CN,2022-04-19 17:29:10,50.7833,121.5167,42.13,84,99,4.05
